gene	length	score	occurrences	# sites
TcCLB.508831.60	218	48	13	12
TcCLB.508831.63	606	23	1	2
TcCLB.508831.66	202	9	1	1
TcCLB.508831.70	160	61	1	4
TcCLB.508831.80	1002	62	2	4
TcCLB.508837.100	24	57	2	2
TcCLB.508837.110	52	54	1	8
TcCLB.508837.120	161	58	11	12
TcCLB.508837.130	13	57	2	11
TcCLB.508837.140	84	51	1	2
TcCLB.508837.160	186	52	2	2
TcCLB.508837.170	462	48	1	4
TcCLB.508837.180	197	36	1	3
TcCLB.508837.189	197	63	2	3
TcCLB.508837.70	338	4	1	1
TcCLB.508837.74	409	61	2	1
TcCLB.508837.90	260	48	1	2
TcCLB.508839.40	52	51	1	7
TcCLB.508839.50	56	30	1	1
TcCLB.508839.60	1121	62	3	5
TcCLB.508839.70	647	69	11	12
TcCLB.508839.80	597	62	3	11
TcCLB.508841.10	415	61	4	6
TcCLB.508903.100	1098	63	2	2
TcCLB.508921.20	162	52	2	1
TcCLB.508921.30	490	38	1	1
TcCLB.508923.10	497	8	1	2
TcCLB.508927.10	147	38	1	4
TcCLB.508927.20	638	56	1	2
TcCLB.508927.30	380	38	1	1
TcCLB.508943.10	311	56	1	1
TcCLB.508943.30	183	60	3	1
TcCLB.508943.40	198	57	2	3
TcCLB.508949.10	87	55	2	1
TcCLB.508949.20	72	51	1	2
TcCLB.508949.30	71	51	2	2
TcCLB.508949.40	56	71	5	2
TcCLB.508949.50	540	25	1	1
TcCLB.508951.10	174	52	1	3
TcCLB.508951.20	343	75	26	6
TcCLB.508951.29	96	61	1	1
TcCLB.508951.40	30	61	1	3
TcCLB.508951.60	85	31	1	2
TcCLB.508951.70	14	66	1	1
TcCLB.508951.80	368	61	1	5
TcCLB.508953.10	258	37	1	1
TcCLB.508953.19	129	57	1	2
TcCLB.508953.40	54	47	2	3
TcCLB.508955.20	795	68	4	12
TcCLB.508973.110	1244	58	2	7
TcCLB.508973.20	715	68	4	5
TcCLB.508973.50	1647	61	1	31
TcCLB.508973.60	793	61	2	9
TcCLB.508973.69	47	73	4	5
TcCLB.508973.80	93	66	1	2
TcCLB.508973.90	152	67	2	2
TcCLB.508975.10	130	49	1	4
TcCLB.508975.20	29	61	1	2
TcCLB.508975.30	54	34	1	1
TcCLB.508977.50	1054	31	1	2
TcCLB.508987.30	42	51	1	5
TcCLB.508987.39	103	61	1	1
TcCLB.508989.100	380	56	1	11
TcCLB.508989.110	463	69	6	4
TcCLB.508989.120	233	57	1	5
TcCLB.508989.30	240	62	2	10
TcCLB.508989.50	222	55	4	3
TcCLB.508989.60	77	66	1	2
TcCLB.508989.80	75	63	3	3
TcCLB.508989.90	2396	68	10	42
TcCLB.508993.10	1147	67	2	24
TcCLB.508993.20	803	46	1	2
TcCLB.508995.40	111	37	1	3
TcCLB.508995.50	490	52	1	1
TcCLB.508995.60	515	58	2	6
TcCLB.508997.20	531	48	11	5
TcCLB.509007.10	565	56	2	16
TcCLB.509007.14	242	60	36	21
TcCLB.509007.20	409	27	1	2
TcCLB.509007.40	32	42	1	2
TcCLB.509007.50	377	34	1	1
TcCLB.509007.60	537	68	3	9
TcCLB.509007.70	977	61	1	9
TcCLB.509007.90	847	18	1	2
TcCLB.509011.10	357	35	3	3
TcCLB.509011.20	330	63	3	7
TcCLB.509011.30	206	37	1	2
TcCLB.509011.40	65	77	32	52
TcCLB.509011.50	680	61	1	7
TcCLB.509011.54	330	70	9	13
TcCLB.509011.60	34	52	1	25
TcCLB.509011.70	466	2	1	1
TcCLB.509011.80	702	18	1	1
TcCLB.509013.10	78	41	1	5
TcCLB.509067.30	83	56	1	2
TcCLB.509067.40	445	60	3	7
TcCLB.509067.60	527	46	8	3
TcCLB.509067.70	697	78	12	10
TcCLB.509069.14	119	35	2	10
TcCLB.509069.20	35	66	1	5
TcCLB.509069.30	1780	50	3	7
TcCLB.509069.40	276	56	1	1
TcCLB.509073.10	186	51	1	6
TcCLB.509073.100	23	72	2	2
TcCLB.509073.110	336	67	3	4
TcCLB.509073.20	127	68	5	2
TcCLB.509073.30	277	52	2	2
TcCLB.509073.40	846	64	4	11
TcCLB.509073.60	43	51	1	2
TcCLB.509073.70	124	66	5	1
TcCLB.509073.80	847	44	3	4
TcCLB.509073.90	241	56	1	10
TcCLB.509079.20	373	16	1	2
TcCLB.509081.140	405	51	1	2
TcCLB.509081.60	195	31	1	1
TcCLB.509083.9	69	51	1	1
TcCLB.509087.20	690	28	1	1
TcCLB.509099.10	277	61	4	10
TcCLB.509099.100	644	65	32	6
TcCLB.509099.110	746	62	2	14
TcCLB.509099.120	64	66	1	1
TcCLB.509099.130	450	56	1	9
TcCLB.509099.140	305	66	5	3
TcCLB.509099.150	79	50	1	3
TcCLB.509099.160	224	23	1	2
TcCLB.509099.170	313	41	1	2
TcCLB.509099.20	472	35	1	1
TcCLB.509099.30	1326	61	1	10
TcCLB.509099.40	31	57	2	2
TcCLB.509099.50	471	62	3	8
TcCLB.509099.59	518	49	7	15
TcCLB.509099.70	315	41	1	1
TcCLB.509099.80	366	61	2	3
TcCLB.509099.89	287	46	1	10
TcCLB.509103.10	165	24	1	1
TcCLB.509103.20	110	53	1	2
TcCLB.509103.30	90	66	2	4
TcCLB.509103.4	194	39	1	1
TcCLB.509121.20	2128	16	1	1
TcCLB.509123.10	389	56	1	3
TcCLB.509123.30	250	48	2	1
TcCLB.509125.10	79	51	1	18
TcCLB.509125.20	407	58	5	11
TcCLB.509127.104	28	44	1	2
TcCLB.509127.110	80	46	2	2
TcCLB.509127.20	159	41	1	2
TcCLB.509127.50	430	56	3	4
TcCLB.509127.59	123	34	7	1
TcCLB.509127.70	342	44	1	2
TcCLB.509127.80	574	11	1	1
TcCLB.509127.90	599	55	5	1
TcCLB.509127.97	144	47	1	2
TcCLB.509129.10	206	40	21	6
TcCLB.509137.20	434	41	1	4
TcCLB.509139.10	17	39	1	4
TcCLB.509141.10	176	51	1	1
TcCLB.509141.20	120	37	8	1
TcCLB.509141.30	9	37	2	3
TcCLB.509143.10	80	53	4	1
TcCLB.509145.10	167	15	1	1
TcCLB.509147.21	496	48	3	8
TcCLB.509147.40	1777	51	1	3
TcCLB.509149.20	73	66	1	2
TcCLB.509149.30	375	39	1	2
TcCLB.509149.40	63	89	26	9
TcCLB.509149.50	284	61	5	7
TcCLB.509149.60	59	80	11	9
TcCLB.509149.70	368	51	1	1
TcCLB.509149.9	1513	51	2	8
TcCLB.509151.10	653	67	2	3
TcCLB.509151.100	978	61	4	4
TcCLB.509151.110	347	56	1	4
TcCLB.509151.120	73	72	2	3
TcCLB.509151.130	1191	49	7	9
TcCLB.509151.140	173	55	6	11
TcCLB.509151.20	53	62	2	3
TcCLB.509151.29	204	47	2	3
TcCLB.509151.40	73	41	1	11
TcCLB.509151.50	504	48	1	11
TcCLB.509151.60	116	62	4	3
TcCLB.509151.70	380	48	1	1
TcCLB.509151.80	29	66	1	4
TcCLB.509151.90	294	31	1	1
TcCLB.509153.10	163	62	3	3
TcCLB.509153.100	219	3	2	1
TcCLB.509153.120	351	37	3	1
TcCLB.509153.130	146	66	3	2
TcCLB.509153.30	382	56	1	7
TcCLB.509153.40	283	56	1	1
TcCLB.509153.50	693	48	1	8
TcCLB.509153.70	254	44	3	1
TcCLB.509153.80	23	61	1	9
TcCLB.509153.90	391	56	3	19
TcCLB.509155.10	117	61	12	17
TcCLB.509155.30	242	43	1	3
TcCLB.509157.100	162	26	1	1
TcCLB.509157.110	1192	31	1	1
TcCLB.509157.120	2731	41	1	1
TcCLB.509157.170	1561	61	2	4
TcCLB.509157.210	74	61	2	5
TcCLB.509157.220	165	61	1	6
TcCLB.509157.230	683	61	1	5
TcCLB.509157.240	89	67	2	3
TcCLB.509157.250	258	54	1	5
TcCLB.509157.260	232	56	1	2
TcCLB.509157.270	35	71	4	2
TcCLB.509157.50	147	27	1	1
TcCLB.509157.60	562	61	6	6
TcCLB.509157.70	1368	45	2	5
TcCLB.509157.80	274	62	3	11
TcCLB.509157.90	790	62	3	13
TcCLB.509165.30	647	61	2	5
TcCLB.509165.34	24	48	1	1
TcCLB.509165.40	65	80	12	7
TcCLB.509167.10	271	56	1	2
TcCLB.509167.100	252	59	2	5
TcCLB.509167.110	1829	48	5	20
TcCLB.509167.120	325	53	1	3
TcCLB.509167.130	59	60	5	1
TcCLB.509167.140	604	69	50	56
TcCLB.509167.150	60	66	1	10
TcCLB.509167.160	180	62	2	5
TcCLB.509167.170	124	32	1	1
TcCLB.509167.180	449	59	3	4
TcCLB.509167.190	901	61	2	10
TcCLB.509167.20	841	59	5	19
TcCLB.509167.200	268	47	2	2
TcCLB.509167.40	194	55	2	2
TcCLB.509167.50	20	73	3	5
TcCLB.509167.60	183	57	2	1
TcCLB.509167.70	124	61	1	2
TcCLB.509167.80	409	66	2	9
TcCLB.509167.90	95	42	1	3
TcCLB.509169.10	136	61	1	3
TcCLB.509169.30	8	63	12	4
TcCLB.509171.10	248	41	2	4
TcCLB.509171.20	125	57	1	2
TcCLB.509171.29	304	49	2	2
TcCLB.509171.40	543	61	1	1
TcCLB.509171.47	139	61	1	5
TcCLB.509171.54	300	68	5	4
TcCLB.509171.70	177	42	3	5
TcCLB.509171.80	107	58	2	1
TcCLB.509195.61	349	43	2	1
TcCLB.509195.70	358	61	1	1
TcCLB.509197.30	819	23	1	1
TcCLB.509197.39	939	61	4	9
TcCLB.509197.50	418	32	5	7
TcCLB.509199.24	488	73	11	6
TcCLB.509199.40	571	51	4	6
TcCLB.509201.10	743	57	2	2
TcCLB.509201.15	208	56	1	5
TcCLB.509203.10	111	66	2	4
TcCLB.509203.14	1957	46	1	3
TcCLB.509203.20	1531	70	9	18
TcCLB.509203.40	778	62	6	46
TcCLB.509203.50	85	73	3	1
TcCLB.509203.60	604	66	2	7
TcCLB.509203.70	8	47	22	4
TcCLB.509205.10	325	38	1	6
TcCLB.509205.110	29	61	2	1
TcCLB.509205.20	421	63	2	2
TcCLB.509205.30	483	63	3	17
TcCLB.509205.40	151	46	1	9
TcCLB.509205.50	152	41	1	4
TcCLB.509205.60	244	64	3	6
TcCLB.509205.70	38	58	14	6
TcCLB.509205.90	1368	56	1	1
TcCLB.509231.10	1471	61	2	12
TcCLB.509231.20	195	50	3	1
TcCLB.509231.23	394	61	2	10
TcCLB.509231.26	234	56	1	2
TcCLB.509231.30	47	67	3	3
TcCLB.509231.39	1240	71	12	35
TcCLB.509231.50	879	68	128	33
TcCLB.509233.120	463	31	1	1
TcCLB.509233.150	410	28	10	13
TcCLB.509233.160	619	3	1	1
TcCLB.509233.170	7	52	2	1
TcCLB.509233.180	1353	70	7	41
TcCLB.509233.190	494	62	6	12
TcCLB.509233.20	292	41	1	3
TcCLB.509233.200	422	56	1	8
TcCLB.509233.220	38	61	2	1
TcCLB.509233.239	146	61	1	2
TcCLB.509233.40	78	71	2	3
TcCLB.509233.50	374	72	12	11
TcCLB.509233.60	791	69	10	20
TcCLB.509233.70	117	63	4	5
TcCLB.509233.80	672	64	3	16
TcCLB.509245.10	72	74	7	2
TcCLB.509247.10	418	52	1	1
TcCLB.509247.20	346	61	1	27
TcCLB.509247.30	1686	57	3	16
TcCLB.509247.50	572	68	3	6
TcCLB.509265.10	731	68	3	4
TcCLB.509265.110	1727	18	3	4
TcCLB.509265.120	1889	62	2	2
TcCLB.509265.50	167	41	1	1
TcCLB.509265.60	372	60	13	6
TcCLB.509265.90	2436	53	6	2
TcCLB.509267.10	31	66	1	5
TcCLB.509267.100	23	59	1	2
TcCLB.509267.110	228	61	1	5
TcCLB.509267.20	193	57	1	1
TcCLB.509267.30	557	39	2	6
TcCLB.509267.40	192	60	5	2
TcCLB.509267.6	340	12	1	1
TcCLB.509267.60	64	60	4	3
TcCLB.509267.70	123	61	4	1
TcCLB.509267.80	25	48	1	1
TcCLB.509267.90	164	36	1	1
TcCLB.509269.10	72	44	1	2
TcCLB.509269.19	413	56	3	2
TcCLB.509279.10	34	45	1	8
TcCLB.509297.10	1440	8	1	1
TcCLB.509297.20	153	57	2	10
TcCLB.509341.20	334	31	1	2
TcCLB.509349.20	710	62	2	3
TcCLB.509377.20	648	9	1	1
TcCLB.509379.10	221	46	1	2
TcCLB.509379.20	31	42	5	4
TcCLB.509381.10	69	64	4	1
TcCLB.509381.20	65	72	2	9
TcCLB.509391.10	122	70	9	4
TcCLB.509393.10	115	61	1	1
TcCLB.509393.20	216	56	1	4
TcCLB.509393.30	138	36	1	2
TcCLB.509393.40	152	56	1	2
TcCLB.509433.30	2619	8	3	2
TcCLB.509441.10	1138	21	1	2
TcCLB.509443.10	10	73	4	2
TcCLB.509443.20	249	56	1	6
TcCLB.509443.30	187	56	1	4
TcCLB.509443.39	119	69	3	3
TcCLB.509443.48	198	34	10	4
TcCLB.509443.60	308	41	1	1
TcCLB.509445.10	484	71	8	12
TcCLB.509445.20	170	48	3	1
TcCLB.509445.30	662	52	2	16
TcCLB.509449.10	1126	56	1	2
TcCLB.509451.70	151	56	1	1
TcCLB.509453.10	114	61	1	2
TcCLB.509453.20	77	68	2	2
TcCLB.509453.40	238	67	11	7
TcCLB.509453.70	1344	61	1	5
TcCLB.509453.79	613	42	15	9
TcCLB.509453.90	320	64	2	2
TcCLB.509455.100	29	45	1	8
TcCLB.509455.110	20	51	1	1
TcCLB.509455.114	1078	71	78	19
TcCLB.509455.120	163	32	1	1
TcCLB.509455.130	179	34	1	4
TcCLB.509455.140	290	46	1	2
TcCLB.509455.20	88	60	1	1
TcCLB.509455.30	196	63	2	2
TcCLB.509455.40	41	66	1	4
TcCLB.509455.50	255	67	4	8
TcCLB.509455.60	235	47	1	4
TcCLB.509455.70	57	46	7	2
TcCLB.509455.80	1441	61	8	45
TcCLB.509455.90	931	55	1	12
TcCLB.509475.10	415	48	1	1
TcCLB.509489.20	314	28	1	1
TcCLB.509491.10	47	66	1	2
TcCLB.509497.20	218	49	7	8
TcCLB.509497.30	61	72	2	4
TcCLB.509499.10	47	64	25	10
TcCLB.509499.14	266	62	2	3
TcCLB.509499.20	31	56	1	3
TcCLB.509499.29	24	41	1	1
TcCLB.509499.38	108	65	2	3
TcCLB.509511.10	2071	54	5	7
TcCLB.509513.10	797	54	1	4
TcCLB.509513.5	1885	37	1	1
TcCLB.509537.10	128	60	2	4
TcCLB.509537.20	191	61	2	4
TcCLB.509537.30	98	62	3	1
TcCLB.509537.40	283	42	2	1
TcCLB.509537.70	1098	62	6	13
TcCLB.509537.80	127	68	4	7
TcCLB.509543.20	629	56	6	8
TcCLB.509543.30	678	51	1	7
TcCLB.509543.40	90	31	1	1
TcCLB.509543.50	341	69	47	44
TcCLB.509551.10	137	61	3	2
TcCLB.509551.100	374	52	2	3
TcCLB.509551.110	198	57	2	1
TcCLB.509551.130	425	34	2	1
TcCLB.509551.140	474	33	1	1
TcCLB.509551.20	455	60	6	3
TcCLB.509551.30	578	71	8	33
TcCLB.509551.40	220	52	1	3
TcCLB.509551.50	89	66	1	4
TcCLB.509551.60	1153	36	1	4
TcCLB.509551.64	65	52	16	6
TcCLB.509551.70	87	77	193	43
TcCLB.509551.80	212	61	1	4
TcCLB.509551.90	55	8	1	1
TcCLB.509551.95	82	72	3	2
TcCLB.509581.10	2322	31	2	1
TcCLB.509581.20	1778	16	1	1
TcCLB.509581.50	601	14	1	1
TcCLB.509583.10	299	60	3	13
TcCLB.509583.4	55	99	78	20
TcCLB.509585.10	190	66	1	3
TcCLB.509589.10	200	2	1	1
TcCLB.509589.20	657	65	7	12
TcCLB.509589.30	1158	59	5	10
TcCLB.509589.40	125	63	2	2
TcCLB.509589.50	733	21	1	1
TcCLB.509591.10	775	71	10	41
TcCLB.509591.20	878	23	1	2
TcCLB.509591.30	74	63	2	4
TcCLB.509591.40	305	56	1	3
TcCLB.509591.50	78	72	2	6
TcCLB.509591.60	482	26	2	1
TcCLB.509595.40	48	47	1	1
TcCLB.509595.50	78	28	2	1
TcCLB.509595.60	354	57	1	2
TcCLB.509597.10	256	47	2	7
TcCLB.509597.20	320	60	14	8
TcCLB.509597.29	22	45	6	1
TcCLB.509599.110	135	36	1	1
TcCLB.509599.120	21	66	1	6
TcCLB.509599.130	655	41	1	5
TcCLB.509599.150	228	49	1	1
TcCLB.509599.157	1683	11	1	2
TcCLB.509599.164	568	67	2	3
TcCLB.509599.180	773	61	2	2
TcCLB.509599.40	350	61	1	4
TcCLB.509599.50	993	46	1	4
TcCLB.509599.60	1166	66	8	6
TcCLB.509599.70	294	46	1	1
TcCLB.509599.80	107	61	1	4
TcCLB.509599.90	399	36	1	1
TcCLB.509625.10	14	50	3	2
TcCLB.509625.20	30	68	2	1
TcCLB.509631.140	412	56	1	2
TcCLB.509631.150	40	72	2	1
TcCLB.509631.160	145	63	2	2
TcCLB.509631.20	366	62	2	1
TcCLB.509631.60	875	19	1	1
TcCLB.509633.10	143	53	2	3
TcCLB.509633.20	145	43	1	1
TcCLB.509633.30	109	67	3	2
TcCLB.509633.40	106	57	2	5
TcCLB.509633.50	680	45	1	1
TcCLB.509645.10	439	66	2	6
TcCLB.509645.19	44	66	1	3
TcCLB.509645.5	272	63	5	5
TcCLB.509649.20	254	61	4	8
TcCLB.509649.30	69	72	9	2
TcCLB.509649.40	520	60	5	10
TcCLB.509649.50	43	61	15	14
TcCLB.509667.10	847	56	1	3
TcCLB.509667.20	63	65	5	4
TcCLB.509669.10	144	66	2	2
TcCLB.509669.100	418	31	1	2
TcCLB.509669.110	96	67	3	2
TcCLB.509669.120	29	65	2	3
TcCLB.509669.14	148	23	1	2
TcCLB.509669.140	303	62	2	2
TcCLB.509669.150	119	53	1	4
TcCLB.509669.160	709	46	1	4
TcCLB.509669.170	78	51	6	1
TcCLB.509669.30	302	62	2	6
TcCLB.509669.40	154	50	5	10
TcCLB.509669.50	103	41	2	4
TcCLB.509669.70	789	62	9	16
TcCLB.509669.75	743	61	2	2
TcCLB.509669.80	181	57	2	1
TcCLB.509669.90	712	58	2	4
TcCLB.509677.10	142	51	1	1
TcCLB.509697.15	952	17	2	1
TcCLB.509697.29	353	56	1	1
TcCLB.509699.140	1356	56	1	4
TcCLB.509699.210	379	7	1	1
TcCLB.509699.35	598	25	1	1
TcCLB.509699.60	1779	56	1	3
TcCLB.509701.10	29	47	1	15
TcCLB.509703.10	635	36	1	1
TcCLB.509705.10	732	53	3	3
TcCLB.509707.20	51	66	1	2
TcCLB.509707.25	187	48	1	1
TcCLB.509707.29	356	23	1	2
TcCLB.509735.120	271	60	2	3
TcCLB.509735.140	2961	48	1	2
TcCLB.509735.150	244	27	1	1
TcCLB.509735.60	549	56	1	4
TcCLB.509735.84	653	56	1	6
TcCLB.509739.10	1172	61	1	2
TcCLB.509757.10	92	63	2	2
TcCLB.509757.20	61	52	2	1
TcCLB.509757.30	66	65	3	2
TcCLB.509757.40	85	61	1	2
TcCLB.509759.10	256	41	1	3
TcCLB.509761.10	311	36	3	5
TcCLB.509761.20	146	9	2	1
TcCLB.509763.10	1038	45	2	1
TcCLB.509765.95	1037	45	5	3
TcCLB.509767.10	689	63	2	1
TcCLB.509767.100	70	71	2	5
TcCLB.509767.120	177	67	2	2
TcCLB.509767.140	409	68	29	24
TcCLB.509767.150	321	61	4	5
TcCLB.509767.160	99	51	1	2
TcCLB.509767.170	1185	52	4	23
TcCLB.509767.180	146	51	1	1
TcCLB.509767.200	1103	56	1	6
TcCLB.509767.215	80	49	4	3
TcCLB.509767.220	44	58	1	33
TcCLB.509767.230	216	60	3	7
TcCLB.509767.240	210	53	4	7
TcCLB.509767.30	23	66	2	2
TcCLB.509767.40	884	63	2	5
TcCLB.509767.44	66	41	1	1
TcCLB.509767.50	70	36	1	1
TcCLB.509767.59	507	59	2	1
TcCLB.509767.70	264	54	7	9
TcCLB.509767.80	193	40	1	3
TcCLB.509767.90	1674	61	7	10
TcCLB.509769.10	51	67	2	1
TcCLB.509769.100	80	47	1	3
TcCLB.509769.110	207	41	1	1
TcCLB.509769.120	159	53	2	2
TcCLB.509769.130	74	66	1	1
TcCLB.509769.134	73	54	2	1
TcCLB.509769.140	32	61	1	2
TcCLB.509769.148	335	54	12	7
TcCLB.509769.33	223	34	1	1
TcCLB.509769.36	238	61	1	4
TcCLB.509769.40	555	51	1	3
TcCLB.509769.60	221	51	26	15
TcCLB.509769.63	60	51	1	1
TcCLB.509769.66	62	58	1	1
TcCLB.509769.70	125	49	1	2
TcCLB.509769.80	704	41	1	1
TcCLB.509769.90	502	40	2	3
TcCLB.509773.20	362	53	1	2
TcCLB.509775.20	1990	61	2	3
TcCLB.509775.30	1135	40	1	4
TcCLB.509775.34	529	63	8	2
TcCLB.509775.40	586	59	3	13
TcCLB.509775.49	14	61	1	2
TcCLB.509777.10	139	17	5	1
TcCLB.509777.100	286	43	1	2
TcCLB.509777.110	237	59	2	4
TcCLB.509777.130	705	62	2	10
TcCLB.509777.21	1499	1	1	1
TcCLB.509777.40	61	12	2	1
TcCLB.509777.60	8	66	1	2
TcCLB.509777.64	83	55	2	1
TcCLB.509777.70	1755	66	9	58
TcCLB.509777.80	179	60	2	13
TcCLB.509779.30	99	56	1	5
TcCLB.509779.40	11	57	1	1
TcCLB.509779.50	148	52	1	3
TcCLB.509779.60	1118	2	1	1
TcCLB.509801.10	49	21	1	2
TcCLB.509801.20	487	48	1	5
TcCLB.509803.10	1833	46	1	4
TcCLB.509803.30	85	55	1	1
TcCLB.509803.40	852	62	4	1
TcCLB.509805.10	79	46	2	6
TcCLB.509805.100	297	56	1	1
TcCLB.509805.120	116	53	14	2
TcCLB.509805.130	983	68	10	27
TcCLB.509805.140	550	61	1	3
TcCLB.509805.150	106	56	1	4
TcCLB.509805.160	835	54	1	3
TcCLB.509805.170	19	43	2	2
TcCLB.509805.180	114	48	1	1
TcCLB.509805.190	762	56	1	9
TcCLB.509805.20	369	41	1	1
TcCLB.509805.200	319	53	1	2
TcCLB.509805.210	1551	54	18	20
TcCLB.509805.220	683	61	2	5
TcCLB.509805.230	1620	49	4	2
TcCLB.509805.240	535	63	4	7
TcCLB.509805.30	79	56	1	5
TcCLB.509805.40	120	61	1	1
TcCLB.509805.50	945	52	1	2
TcCLB.509805.60	155	61	45	8
TcCLB.509805.70	382	61	25	5
TcCLB.509805.80	340	55	7	14
TcCLB.509805.84	444	57	2	4
TcCLB.509805.90	188	47	15	1
TcCLB.509807.20	21	70	14	2
TcCLB.509809.20	107	54	1	2
TcCLB.509809.30	64	48	2	2
TcCLB.509815.10	279	41	1	1
TcCLB.509815.70	518	66	2	2
TcCLB.509815.90	598	55	2	6
TcCLB.509817.50	474	31	1	1
TcCLB.509819.10	141	57	1	1
TcCLB.509819.20	251	61	1	3
TcCLB.509819.30	161	41	1	1
TcCLB.509823.10	37	66	1	4
TcCLB.509825.14	460	37	1	1
TcCLB.509825.20	246	49	2	3
TcCLB.509825.30	84	65	3	1
TcCLB.509825.40	433	61	8	3
TcCLB.509827.10	1303	56	1	5
TcCLB.509829.20	397	56	1	2
TcCLB.509831.10	467	42	1	3
TcCLB.509831.20	60	67	2	5
TcCLB.509831.30	436	62	3	8
TcCLB.509831.33	420	56	3	7
TcCLB.509831.36	357	62	5	16
TcCLB.509831.40	127	62	1	8
TcCLB.509831.50	644	54	2	10
TcCLB.509833.10	240	12	1	1
TcCLB.509835.20	231	61	1	2
TcCLB.509835.30	358	51	1	1
TcCLB.509837.10	2082	86	40	19
TcCLB.509837.20	259	56	1	5
TcCLB.509837.30	113	47	2	1
TcCLB.509843.10	1227	62	2	2
TcCLB.509843.20	1766	15	1	2
TcCLB.509871.10	248	26	1	2
TcCLB.509885.10	192	51	1	4
TcCLB.509885.20	91	36	1	1
TcCLB.509885.30	747	44	21	5
TcCLB.509885.40	55	76	51	17
TcCLB.509885.60	162	66	1	2
TcCLB.509885.64	246	16	1	1
TcCLB.509885.70	262	36	1	1
TcCLB.509891.10	183	44	2	5
TcCLB.509891.20	39	69	3	3
TcCLB.509891.40	113	61	3	4
TcCLB.509891.50	41	63	1	5
TcCLB.509891.60	638	51	1	3
TcCLB.509893.20	62	55	2	2
TcCLB.509893.29	631	61	1	1
TcCLB.509895.10	125	54	2	9
TcCLB.509895.100	241	49	1	2
TcCLB.509895.110	1848	43	1	1
TcCLB.509895.20	138	58	3	3
TcCLB.509895.30	70	67	3	10
TcCLB.509895.40	398	57	1	1
TcCLB.509895.50	198	55	2	4
TcCLB.509895.60	51	58	9	3
TcCLB.509895.70	37	57	1	2
TcCLB.509895.80	321	48	3	4
TcCLB.509921.20	772	64	3	4
TcCLB.509951.10	78	66	2	2
TcCLB.509951.20	3	61	1	2
TcCLB.509951.30	114	67	2	1
TcCLB.509951.40	151	62	2	5
TcCLB.509955.10	172	54	2	7
TcCLB.509955.50	222	33	2	1
TcCLB.509959.160	175	36	1	1
TcCLB.509959.40	301	55	1	3
TcCLB.509959.90	19	34	1	5
TcCLB.509965.110	1419	67	3	26
TcCLB.509965.120	411	38	1	4
TcCLB.509965.130	135	56	2	1
TcCLB.509965.134	227	41	1	1
TcCLB.509965.140	345	59	5	2
TcCLB.509965.144	27	38	2	3
TcCLB.509965.150	40	43	1	1
TcCLB.509965.170	286	46	3	4
TcCLB.509965.180	62	54	3	6
TcCLB.509965.190	327	56	1	4
TcCLB.509965.20	655	53	2	13
TcCLB.509965.200	421	66	2	7
TcCLB.509965.210	25	66	1	2
TcCLB.509965.220	326	56	5	4
TcCLB.509965.229	152	56	1	3
TcCLB.509965.240	14	52	5	2
TcCLB.509965.250	512	37	3	1
TcCLB.509965.260	149	36	1	1
TcCLB.509965.270	138	61	3	8
TcCLB.509965.280	248	51	1	1
TcCLB.509965.290	518	64	38	20
TcCLB.509965.30	212	61	1	4
TcCLB.509965.300	234	56	1	5
TcCLB.509965.310	83	58	1	1
TcCLB.509965.319	44	71	2	2
TcCLB.509965.330	27	66	35	7
TcCLB.509965.340	16	71	2	2
TcCLB.509965.350	336	36	1	3
TcCLB.509965.370	547	70	6	4
TcCLB.509965.380	299	61	1	9
TcCLB.509965.390	1404	58	3	9
TcCLB.509965.394	2005	72	15	21
TcCLB.509965.40	1382	56	2	7
TcCLB.509965.420	117	52	12	7
TcCLB.509965.429	1475	61	1	7
TcCLB.509965.50	722	51	1	4
TcCLB.509965.60	129	67	2	5
TcCLB.509965.70	38	72	2	1
TcCLB.509965.90	148	56	1	2
TcCLB.509967.10	245	48	1	3
TcCLB.509967.100	404	53	2	7
TcCLB.509967.120	253	59	2	3
TcCLB.509967.140	431	72	9	4
TcCLB.509967.150	181	61	1	2
TcCLB.509967.160	196	64	3	3
TcCLB.509967.180	39	56	3	8
TcCLB.509967.30	91	38	1	2
TcCLB.509967.40	103	44	2	2
TcCLB.509967.50	396	42	3	3
TcCLB.509967.60	35	60	15	8
TcCLB.509967.7	158	67	3	3
TcCLB.509967.70	77	36	1	1
TcCLB.509967.80	293	56	1	4
TcCLB.509967.90	494	58	2	1
TcCLB.509973.70	398	71	5	2
TcCLB.509973.80	404	70	29	2
TcCLB.509975.15	1425	61	1	2
TcCLB.509975.30	388	56	1	1
TcCLB.509975.41	360	47	2	1
TcCLB.509977.100	543	59	2	6
TcCLB.509977.15	1450	56	1	2
TcCLB.509977.30	395	22	6	2
TcCLB.509977.40	363	61	1	1
TcCLB.509977.61	638	61	1	1
TcCLB.509977.80	380	46	3	2
TcCLB.509979.10	354	58	2	4
TcCLB.509979.100	94	44	3	2
TcCLB.509979.110	358	61	2	3
TcCLB.509979.119	501	60	2	8
TcCLB.509979.130	181	34	2	1
TcCLB.509979.14	469	46	1	1
TcCLB.509979.140	209	55	2	2
TcCLB.509979.150	208	70	7	5
TcCLB.509979.174	405	58	4	3
TcCLB.509979.187	685	56	1	1
TcCLB.509979.20	178	61	1	3
TcCLB.509979.200	364	21	5	1
